DR_NO,DATE OCC,TIME OCC,AREA,Rpt Dist No,Crm Cd,Crm Cd Desc,Vict Age,Vict Sex,Status Desc,LOCATION,LAT,LON,City,Crime Subtype,Perp Age,Perp Sex,Arrest
231906639,03/05/2023 12:00:00 AM,930,19,1985,626,INTIMATE PARTNER - SIMPLE ASSAULT,44,F,Invest Cont,8700    TOBIAS                       AV,34.228,-118.4517,Los Angeles,INTIMATE PARTNER - SIMPLE ASSAULT,,,False
221007459,03/11/2022 12:00:00 AM,1300,10,1005,354,THEFT OF IDENTITY,59,F,Invest Cont,7600    HESPERIA                     AV,34.2084,-118.5263,Los Angeles,THEFT OF IDENTITY,,,False
221114322,09/25/2022 12:00:00 AM,1500,11,1101,624,BATTERY - SIMPLE ASSAULT,15,M,Invest Cont,5300    ZOO                          DR,34.1548,-118.294,Los Angeles,BATTERY - SIMPLE ASSAULT,,,False
231213509,06/07/2023 12:00:00 AM,920,12,1241,354,THEFT OF IDENTITY,54,F,Invest Cont,6200    CRENSHAW                     BL,33.9836,-118.3309,Los Angeles,THEFT OF IDENTITY,,,False
211116618,12/18/2021 12:00:00 AM,1840,11,1177,624,BATTERY - SIMPLE ASSAULT,61,F,Invest Cont,CYPRESS                      ST,34.089,-118.2226,Los Angeles,BATTERY - SIMPLE ASSAULT,,,False
200308055,03/04/2020 12:00:00 AM,2040,3,316,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",34,F,Invest Cont,1900 W  25TH                         ST,34.0337,-118.3058,Los Angeles,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,,False
201509571,05/03/2020 12:00:00 AM,143,15,1506,310,BURGLARY,0,M,Invest Cont,7100    FAIR                         AV,34.1994,-118.3749,Los Angeles,BURGLARY,,,False
201208642,03/05/2020 12:00:00 AM,1800,12,1251,510,VEHICLE - STOLEN,0,,Invest Cont,7200    CRENSHAW                     BL,33.9745,-118.3309,Los Angeles,VEHICLE - STOLEN,,,False
212114239,09/21/2021 12:00:00 AM,1016,21,2143,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),35,M,Invest Cont,6600    FALLBROOK                    AV,34.1883,-118.6274,Los Angeles,SHOPLIFTING - PETTY THEFT ($950 & UNDER),,,False
201806818,02/19/2020 12:00:00 AM,15,18,1829,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,35,F,Adult Other,103RD                        ST,33.9456,-118.2323,Los Angeles,INTIMATE PARTNER - AGGRAVATED ASSAULT,,,False
210409042,05/21/2021 12:00:00 AM,1800,4,437,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),62,M,Invest Cont,1900 N  ROWAN                        AV,34.0647,-118.188,Los Angeles,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,,False
201313114,06/29/2020 12:00:00 AM,1910,13,1395,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,45,M,Invest Cont,6800    AVALON                       BL,33.9776,-118.2652,Los Angeles,INTIMATE PARTNER - AGGRAVATED ASSAULT,,,False
230508779,05/12/2023 12:00:00 AM,1141,5,518,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,X,Invest Cont,200 E  PACIFIC COAST                HY,33.798,-118.2604,Los Angeles,SHOPLIFTING - PETTY THEFT ($950 & UNDER),,,False
201000739,06/21/2020 12:00:00 AM,354,10,1063,310,BURGLARY,0,M,Invest Cont,18500 W  VENTURA                      BL,34.1687,-118.5359,Los Angeles,BURGLARY,,,False
221716359,10/22/2022 12:00:00 AM,500,17,1745,330,BURGLARY FROM VEHICLE,27,F,Invest Cont,17900    HIAWATHA                     ST,34.2591,-118.5233,Los Angeles,BURGLARY FROM VEHICLE,,,False
230613838,08/13/2023 12:00:00 AM,1720,6,645,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",39,M,Invest Cont,7000 W  SUNSET                       BL,34.098,-118.3416,Los Angeles,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,,False
220408429,05/03/2022 12:00:00 AM,1540,4,408,440,THEFT PLAIN - PETTY ($950 & UNDER),35,F,Invest Cont,3700 N  LOCKE                        AV,34.0883,-118.1797,Los Angeles,THEFT PLAIN - PETTY ($950 & UNDER),,,False
210108709,04/11/2021 12:00:00 AM,1215,1,157,624,BATTERY - SIMPLE ASSAULT,50,F,Invest Cont,500 S  SAN PEDRO                    ST,34.0438,-118.2441,Los Angeles,BATTERY - SIMPLE ASSAULT,,,False
220610066,05/10/2022 12:00:00 AM,2300,6,668,510,VEHICLE - STOLEN,0,,Invest Cont,5700    LA MIRADA                    AV,34.0938,-118.3136,Los Angeles,VEHICLE - STOLEN,,,False
231710265,05/24/2023 12:00:00 AM,2029,17,1728,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,63,M,Invest Cont,18500    CHATSWORTH                   ST,34.2707,-118.5345,Los Angeles,CRIMINAL THREATS - NO WEAPON DISPLAYED,,,False
200200612,03/07/2020 12:00:00 AM,2200,2,266,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,12,F,Adult Arrest,1700    JAMES M WOOD                 BL,34.0531,-118.2738,Los Angeles,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,,,True
220708553,04/28/2022 12:00:00 AM,935,7,752,210,ROBBERY,45,X,Invest Cont,5900 W  PICO                         BL,34.0558,-118.3706,Los Angeles,ROBBERY,,,False
231807686,03/15/2023 12:00:00 AM,1750,18,1842,624,BATTERY - SIMPLE ASSAULT,58,M,Invest Cont,IMPERIAL                     HY,33.931,-118.2785,Los Angeles,BATTERY - SIMPLE ASSAULT,,,False
201207451,02/19/2020 12:00:00 AM,600,12,1293,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,,Invest Cont,108TH                        ST,33.9382,-118.309,Los Angeles,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,,False
230408720,05/24/2023 12:00:00 AM,1030,4,423,510,VEHICLE - STOLEN,0,,Invest Cont,1900    DALY                         ST,34.066,-118.2155,Los Angeles,VEHICLE - STOLEN,,,False
221105631,02/13/2022 12:00:00 AM,2030,11,1179,510,VEHICLE - STOLEN,0,,Invest Cont,100 W  AVENUE 41,34.0929,-118.2099,Los Angeles,VEHICLE - STOLEN,,,False
202108464,04/20/2020 12:00:00 AM,330,21,2175,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),50,M,Invest Cont,22500    VENTURA                      BL,34.1681,-118.6167,Los Angeles,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,,False
231206451,02/02/2023 12:00:00 AM,700,12,1252,354,THEFT OF IDENTITY,26,F,Invest Cont,3000 W  75TH                         ST,33.9718,-118.3254,Los Angeles,THEFT OF IDENTITY,,,False
220812058,07/12/2022 12:00:00 AM,1405,8,857,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,X,Invest Cont,9300 W  PICO                         BL,34.0553,-118.3932,Los Angeles,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,,False
231715334,09/01/2023 12:00:00 AM,1530,17,1745,940,EXTORTION,16,M,Invest Cont,10500    LINDLEY                      AV,34.2609,-118.5273,Los Angeles,EXTORTION,,,False
201422081,07/09/2020 12:00:00 AM,649,14,1488,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",0,,Invest Cont,9000    AIRPORT                      BL,33.9546,-118.3858,Los Angeles,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",,,False
212018187,12/12/2021 12:00:00 AM,200,20,2064,210,ROBBERY,43,M,Invest Cont,PICO,34.0472,-118.3031,Los Angeles,ROBBERY,,,False
210214916,09/17/2021 12:00:00 AM,2200,2,261,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",25,F,Invest Cont,W  7TH,34.0577,-118.2799,Los Angeles,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,,False
211409824,04/04/2021 12:00:00 AM,2322,14,1487,354,THEFT OF IDENTITY,60,F,Invest Cont,8800    CROYDON                      AV,33.9573,-118.3914,Los Angeles,THEFT OF IDENTITY,,,False
220912900,08/22/2022 12:00:00 AM,1715,9,926,625,OTHER ASSAULT,36,M,Adult Other,14400    VICTORY                      BL,34.1903,-118.4399,Los Angeles,OTHER ASSAULT,,,False
211116093,12/03/2021 12:00:00 AM,2237,11,1152,330,BURGLARY FROM VEHICLE,43,F,Invest Cont,4600    HOLLYWOOD                    BL,34.0993,-118.2837,Los Angeles,BURGLARY FROM VEHICLE,,,False
201810751,05/06/2020 12:00:00 AM,800,18,1849,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),22,M,Invest Cont,1900 E  112TH                        ST,33.9335,-118.239,Los Angeles,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,,False
222004708,01/18/2022 12:00:00 AM,1730,20,2036,330,BURGLARY FROM VEHICLE,37,M,Invest Cont,600 S  BERENDO                      ST,34.0579,-118.2941,Los Angeles,BURGLARY FROM VEHICLE,,,False
220321159,10/17/2022 12:00:00 AM,1315,3,307,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",0,,Invest Cont,2400    CRENSHAW                     BL,34.0338,-118.337,Los Angeles,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",,,False
220125741,10/15/2022 12:00:00 AM,1430,1,192,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),53,F,Invest Cont,1400 S  GRAND                        AV,34.0372,-118.2654,Los Angeles,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,,False
201213578,05/23/2020 12:00:00 AM,930,12,1259,310,BURGLARY,84,M,Invest Cont,700 E  78TH                         ST,33.9685,-118.263,Los Angeles,BURGLARY,,,False
220712028,07/24/2022 12:00:00 AM,30,7,726,510,VEHICLE - STOLEN,0,,Invest Cont,2ND                          ST,34.071,-118.3452,Los Angeles,VEHICLE - STOLEN,,,False
210114955,08/07/2021 12:00:00 AM,2230,1,181,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",44,F,Invest Cont,1100 S  FIGUEROA                     ST,34.0431,-118.2692,Los Angeles,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,,False
222111947,07/19/2022 12:00:00 AM,1800,21,2105,664,"BUNCO, PETTY THEFT",37,F,Invest Cont,8600    INTERNATIONAL                AV,34.2264,-118.5995,Los Angeles,"BUNCO, PETTY THEFT",,,False
201418613,10/12/2020 12:00:00 AM,1400,14,1446,624,BATTERY - SIMPLE ASSAULT,28,F,Invest Cont,VENICE,34.0062,-118.4289,Los Angeles,BATTERY - SIMPLE ASSAULT,,,False
200612796,07/19/2020 12:00:00 AM,1305,6,678,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0,X,Invest Cont,800 N  WESTERN                      AV,34.0848,-118.3091,Los Angeles,CRIMINAL THREATS - NO WEAPON DISPLAYED,,,False
221716852,12/01/2022 12:00:00 AM,1600,17,1752,510,VEHICLE - STOLEN,0,,Adult Other,10000    DE SOTO                      AV,34.2518,-118.5886,Los Angeles,VEHICLE - STOLEN,,,False
230409037,06/02/2023 12:00:00 AM,2300,4,455,330,BURGLARY FROM VEHICLE,29,M,Invest Cont,SOTO                         ST,34.0484,-118.2068,Los Angeles,BURGLARY FROM VEHICLE,,,False
221209994,04/14/2022 12:00:00 AM,1200,12,1211,662,"BUNCO, GRAND THEFT",80,F,Invest Cont,5400    9TH                          AV,33.9932,-118.327,Los Angeles,"BUNCO, GRAND THEFT",,,False
210304930,01/22/2021 12:00:00 AM,1405,3,399,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),42,F,Invest Cont,FLOWER                       ST,34.0038,-118.2815,Los Angeles,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,,False
230111532,04/29/2023 12:00:00 AM,2230,1,153,888,TRESPASSING,0,X,Invest Cont,500 S  HILL                         ST,34.0488,-118.2518,Los Angeles,TRESPASSING,,,False
201221136,09/21/2020 12:00:00 AM,2200,12,1266,510,VEHICLE - STOLEN,0,,Invest Cont,800 W  79TH                         ST,33.9678,-118.2877,Los Angeles,VEHICLE - STOLEN,,,False
231816527,09/15/2023 12:00:00 AM,2045,18,1838,624,BATTERY - SIMPLE ASSAULT,23,M,Invest Cont,SANTA ANA                    BL,33.9369,-118.2359,Los Angeles,BATTERY - SIMPLE ASSAULT,,,False
210108083,03/25/2021 12:00:00 AM,1500,1,182,480,BIKE - STOLEN,30,M,Invest Cont,1200 S  HOPE                         ST,34.0406,-118.2646,Los Angeles,BIKE - STOLEN,,,False
201308200,03/15/2020 12:00:00 AM,1825,13,1362,624,BATTERY - SIMPLE ASSAULT,25,M,Invest Cont,51ST                         ST,33.9966,-118.2652,Los Angeles,BATTERY - SIMPLE ASSAULT,,,False
221112414,08/06/2022 12:00:00 AM,1700,11,1112,510,VEHICLE - STOLEN,0,,Invest Cont,4100    YORK                         BL,34.1253,-118.2296,Los Angeles,VEHICLE - STOLEN,,,False
220320846,11/23/2022 12:00:00 AM,1500,3,358,480,BIKE - STOLEN,20,M,Invest Cont,3700    TROUSDALE                    PK,34.0215,-118.2868,Los Angeles,BIKE - STOLEN,,,False
220315485,08/22/2022 12:00:00 AM,800,3,311,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),34,M,Invest Cont,5300 W  JEFFERSON                    BL,34.0265,-118.3717,Los Angeles,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),,,False
220813400,08/17/2022 12:00:00 AM,1005,8,811,310,BURGLARY,51,M,Adult Arrest,16900 W  SUNSET                       BL,34.0561,-118.5512,Los Angeles,BURGLARY,,,True
210409058,05/26/2021 12:00:00 AM,1800,4,463,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,,Invest Cont,100 S  ST LOUIS                     ST,34.0462,-118.2153,Los Angeles,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,,False
211212851,05/26/2021 12:00:00 AM,2200,12,1203,624,BATTERY - SIMPLE ASSAULT,35,F,Invest Cont,5100 S  ST ANDREWS                   PL,33.9994,-118.3108,Los Angeles,BATTERY - SIMPLE ASSAULT,,,False
210112575,06/26/2021 12:00:00 AM,2330,1,164,440,THEFT PLAIN - PETTY ($950 & UNDER),26,F,Invest Cont,600 S  SPRING                       ST,34.0445,-118.2523,Los Angeles,THEFT PLAIN - PETTY ($950 & UNDER),,,False
202010498,06/01/2020 12:00:00 AM,1500,20,2062,626,INTIMATE PARTNER - SIMPLE ASSAULT,34,F,Adult Other,900 S  ST ANDREWS                   PL,34.0506,-118.3127,Los Angeles,INTIMATE PARTNER - SIMPLE ASSAULT,,,False
220804969,01/22/2022 12:00:00 AM,1800,8,805,510,VEHICLE - STOLEN,0,,Invest Cont,600 N  SEPULVEDA                    BL,34.0756,-118.4683,Los Angeles,VEHICLE - STOLEN,,,False
201804942,01/16/2020 12:00:00 AM,945,18,1844,761,BRANDISH WEAPON,15,M,Invest Cont,111TH                        PL,33.9339,-118.2652,Los Angeles,BRANDISH WEAPON,,,False
210304604,01/15/2021 12:00:00 AM,730,3,375,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0,X,Invest Cont,1700    BROWNING                     BL,34.0119,-118.3095,Los Angeles,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,,False
231005502,02/06/2023 12:00:00 AM,1620,10,1097,330,BURGLARY FROM VEHICLE,27,M,Invest Cont,3700    HAYVENHURST                  AV,34.1377,-118.497,Los Angeles,BURGLARY FROM VEHICLE,,,False
211411105,05/07/2021 12:00:00 AM,1030,14,1438,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),45,M,Invest Cont,3700    MIDVALE                      AV,34.0178,-118.4119,Los Angeles,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),,,False
201219308,08/25/2020 12:00:00 AM,1300,12,1269,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",51,M,Invest Cont,600 E  81ST                         ST,33.9656,-118.2651,Los Angeles,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,,False
221705248,02/03/2022 12:00:00 AM,1500,17,1745,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",13,M,Juv Other,17300    SAN JOSE                     ST,34.2612,-118.511,Los Angeles,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,,False
201011902,08/11/2020 12:00:00 AM,300,10,1006,626,INTIMATE PARTNER - SIMPLE ASSAULT,63,M,Adult Arrest,17500    ARMINTA                      ST,34.2142,-118.515,Los Angeles,INTIMATE PARTNER - SIMPLE ASSAULT,,,True
212007643,04/03/2021 12:00:00 AM,1600,20,2093,626,INTIMATE PARTNER - SIMPLE ASSAULT,27,F,Invest Cont,1900 W  20TH                         ST,34.0382,-118.3025,Los Angeles,INTIMATE PARTNER - SIMPLE ASSAULT,,,False
211812564,06/25/2021 12:00:00 AM,1000,18,1803,888,TRESPASSING,0,X,Invest Cont,8700    CROCKER                      ST,0.0,0.0,Los Angeles,TRESPASSING,,,False
210708752,05/14/2021 12:00:00 AM,2025,7,729,320,"BURGLARY, ATTEMPTED",58,F,Invest Cont,200 S  ROSSMORE                     AV,34.069,-118.3273,Los Angeles,"BURGLARY, ATTEMPTED",,,False
231504110,01/01/2023 12:00:00 AM,1815,15,1532,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,,Invest Cont,12200    BURBANK                      BL,34.1797,-118.4014,Los Angeles,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,,False
211518834,12/17/2021 12:00:00 AM,2300,15,1555,626,INTIMATE PARTNER - SIMPLE ASSAULT,42,M,Adult Other,5100    LANKERSHIM                   BL,34.163,-118.3735,Los Angeles,INTIMATE PARTNER - SIMPLE ASSAULT,,,False
231014701,10/12/2023 12:00:00 AM,1600,10,1034,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",19,M,Invest Cont,6100    RESEDA                       BL,34.1807,-118.536,Los Angeles,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,,False
210716182,09/20/2021 12:00:00 AM,1200,7,701,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,,Invest Cont,600 N  HARPER                       AV,34.0815,-118.3691,Los Angeles,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,,False
221817445,09/15/2022 12:00:00 AM,1100,18,1844,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",30,F,Adult Other,IMPERIAL                     HY,33.931,-118.2652,Los Angeles,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,,False
222108936,05/05/2022 12:00:00 AM,1530,21,2175,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",50,M,Invest Cont,22700    DEL VALLE                    ST,34.166,-118.6203,Los Angeles,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",,,False
220611037,05/30/2022 12:00:00 AM,1530,6,645,330,BURGLARY FROM VEHICLE,27,F,Invest Cont,1700    EL CERRITO                   PL,34.1015,-118.3447,Los Angeles,BURGLARY FROM VEHICLE,,,False
230110437,04/11/2023 12:00:00 AM,1830,1,182,330,BURGLARY FROM VEHICLE,40,M,Invest Cont,900 S  FLOWER                       ST,34.0458,-118.2614,Los Angeles,BURGLARY FROM VEHICLE,,,False
221010225,06/08/2022 12:00:00 AM,1200,10,1041,662,"BUNCO, GRAND THEFT",19,M,Invest Cont,6000    CAHILL                       AV,34.179,-118.5491,Los Angeles,"BUNCO, GRAND THEFT",,,False
211414646,07/05/2021 12:00:00 AM,800,14,1496,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),42,M,Invest Cont,9800    VICKSBURG                    AV,33.9464,-118.394,Los Angeles,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,,False
211810387,05/13/2021 12:00:00 AM,1400,18,1801,626,INTIMATE PARTNER - SIMPLE ASSAULT,38,F,Invest Cont,8700 S  VERMONT                      AV,33.9579,-118.2915,Los Angeles,INTIMATE PARTNER - SIMPLE ASSAULT,,,False
211004791,01/25/2021 12:00:00 AM,2030,10,1021,310,BURGLARY,0,M,Invest Cont,6700    CORBIN                       AV,34.192,-118.5622,Los Angeles,BURGLARY,,,False
231514028,08/27/2023 12:00:00 AM,2244,15,1585,626,INTIMATE PARTNER - SIMPLE ASSAULT,35,F,Adult Other,4000    VINELAND                     AV,34.1405,-118.3702,Los Angeles,INTIMATE PARTNER - SIMPLE ASSAULT,,,False
231013473,07/22/2023 12:00:00 AM,547,10,1031,354,THEFT OF IDENTITY,47,F,Invest Cont,19400    CALVERT                      ST,34.1826,-118.5558,Los Angeles,THEFT OF IDENTITY,,,False
222111398,07/06/2022 12:00:00 AM,300,21,2142,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),76,F,Invest Cont,6100    MANTON                       AV,34.1825,-118.6408,Los Angeles,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),,,False
211613800,11/21/2021 12:00:00 AM,330,16,1623,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),51,F,Invest Cont,13100    HOYT                         ST,34.2666,-118.4195,Los Angeles,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,,False
221114216,09/20/2022 12:00:00 AM,1600,11,1171,441,THEFT PLAIN - ATTEMPT,0,X,Invest Cont,1700    GRIFFITH PARK                BL,34.0937,-118.2781,Los Angeles,THEFT PLAIN - ATTEMPT,,,False
200813353,08/25/2020 12:00:00 AM,1430,8,829,624,BATTERY - SIMPLE ASSAULT,44,M,Invest Cont,10300    SANTA MONICA                 BL,34.0564,-118.426,Los Angeles,BATTERY - SIMPLE ASSAULT,,,False
221715990,11/13/2022 12:00:00 AM,430,17,1751,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",38,M,Invest Cont,21500    LASSEN                       ST,34.2534,-118.6072,Los Angeles,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,,False
210317819,10/25/2021 12:00:00 AM,139,3,392,753,DISCHARGE FIREARMS/SHOTS FIRED,20,X,Invest Cont,9TH                          AV,34.0,-118.3269,Los Angeles,DISCHARGE FIREARMS/SHOTS FIRED,,,False
220514502,10/04/2022 12:00:00 AM,1510,5,562,901,VIOLATION OF RESTRAINING ORDER,38,F,Adult Arrest,1200 W  7TH                          ST,33.7326,-118.305,Los Angeles,VIOLATION OF RESTRAINING ORDER,,,True
211917235,12/30/2021 12:00:00 AM,2300,19,1961,310,BURGLARY,46,M,Invest Cont,15400    LASSEN                       ST,34.25,-118.4675,Los Angeles,BURGLARY,,,False
231708542,12/21/2022 12:00:00 AM,1618,17,1712,662,"BUNCO, GRAND THEFT",79,F,Invest Cont,19600    PINE VALLEY                  AV,34.2831,-118.5613,Los Angeles,"BUNCO, GRAND THEFT",,,False
211904687,01/19/2021 12:00:00 AM,1300,19,1904,350,"THEFT, PERSON",31,F,Adult Arrest,13700    GLADSTONE                    AV,34.3209,-118.4413,Los Angeles,"THEFT, PERSON",,,True
232105124,10/22/2022 12:00:00 AM,1300,21,2143,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),33,M,Invest Cont,6600    FALLBROOK                    AV,34.1883,-118.6274,Los Angeles,SHOPLIFTING - PETTY THEFT ($950 & UNDER),,,False
201112739,08/21/2020 12:00:00 AM,1630,11,1122,310,BURGLARY,0,X,Invest Cont,4000    CRYSTAL SPRINGS              DR,34.1174,-118.272,Los Angeles,BURGLARY,,,False
210205503,02/07/2021 12:00:00 AM,1040,2,217,480,BIKE - STOLEN,0,X,Invest Cont,800 N  ALVARADO                     ST,34.0747,-118.2653,Los Angeles,BIKE - STOLEN,,,False
232014965,09/03/2023 12:00:00 AM,330,20,2062,626,INTIMATE PARTNER - SIMPLE ASSAULT,26,F,Adult Arrest,900 S  GRAMERCY                     DR,34.0502,-118.3122,Los Angeles,INTIMATE PARTNER - SIMPLE ASSAULT,,,True
211606702,04/02/2021 12:00:00 AM,1900,16,1641,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,,Invest Cont,13500    GAIN                         ST,34.2531,-118.4291,Los Angeles,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,,False
231904919,12/04/2022 12:00:00 AM,800,19,1969,310,BURGLARY,0,M,Invest Cont,13300    OSBORNE                      ST,34.2445,-118.4228,Los Angeles,BURGLARY,,,False
200320585,11/14/2020 12:00:00 AM,1200,3,336,510,VEHICLE - STOLEN,0,,Adult Arrest,2100 W  31ST                         ST,34.0265,-118.3151,Los Angeles,VEHICLE - STOLEN,,,True
210307531,03/15/2021 12:00:00 AM,355,3,376,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,X,Invest Cont,1300    EXPOSITION                   BL,34.0182,-118.3008,Los Angeles,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,,False
211213999,06/14/2021 12:00:00 AM,2100,12,1231,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,45,F,Adult Other,6300    OVERHILL                     DR,33.9826,-118.3554,Los Angeles,CRIMINAL THREATS - NO WEAPON DISPLAYED,,,False
220407793,04/21/2022 12:00:00 AM,2200,4,455,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",49,F,Invest Cont,700 N  SOTO                         ST,34.0512,-118.2093,Los Angeles,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",,,False
201321075,12/10/2020 12:00:00 AM,1450,13,1322,761,BRANDISH WEAPON,40,M,Invest Cont,22ND                         ST,34.0268,-118.2619,Los Angeles,BRANDISH WEAPON,,,False
231817081,09/28/2023 12:00:00 AM,1610,18,1824,510,VEHICLE - STOLEN,0,,Invest Cont,10100    STANFORD                     AV,33.9447,-118.2625,Los Angeles,VEHICLE - STOLEN,,,False
210804618,04/01/2020 12:00:00 AM,1,8,853,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",25,F,Adult Other,1600    COLBY                        AV,34.0431,-118.4512,Los Angeles,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",,,False
200911450,06/20/2020 12:00:00 AM,115,9,969,440,THEFT PLAIN - PETTY ($950 & UNDER),71,M,Invest Cont,5300    COLDWATER CANYON             AV,34.1666,-118.4138,Los Angeles,THEFT PLAIN - PETTY ($950 & UNDER),,,False
231300625,03/05/2023 12:00:00 AM,35,13,1317,330,BURGLARY FROM VEHICLE,23,M,Invest Cont,1700 E  16TH                         ST,34.0233,-118.2424,Los Angeles,BURGLARY FROM VEHICLE,,,False
221708610,10/01/2021 12:00:00 AM,1200,17,1792,662,"BUNCO, GRAND THEFT",56,M,Invest Cont,8300    TAMPA                        AV,34.2243,-118.5623,Los Angeles,"BUNCO, GRAND THEFT",,,False
230914562,09/12/2023 12:00:00 AM,1800,9,929,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,47,M,Invest Cont,6400    WOODMAN                      AV,34.1867,-118.4313,Los Angeles,CRIMINAL THREATS - NO WEAPON DISPLAYED,,,False
200704481,01/10/2020 12:00:00 AM,600,7,784,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",54,M,Invest Cont,5000 W  WASHINGTON                   BL,34.0406,-118.3486,Los Angeles,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",,,False
