Incident ID,Start_Date_Time,NIBRS Code,Crime Name2,Crime Name3,Block Address,City,Sector,Latitude,Longitude,Police District Number,Vict Age,Vict Sex,Perp Age,Perp Sex,Arrest
201222277,2019-01-04 13:37:00,23H,All other Larceny,LARCENY (DESCRIBE OFFENSE),2400 BLK  WOOTTON PKW,ROCKVILLE,B,39.08372,-77.187,1D,,,,,Unknown
201346435,2021-09-23 12:59:00,290,Destruction/Damage/Vandalism of Property,DAMAGE PROPERTY - PUBLIC,7600 BLK  FLOWER AVE,TAKOMA PARK,T,38.98478,-76.9985,TPPD,,,,,Unknown
201236990,2019-04-26 20:33:00,90H,Peeping Tom,SEX OFFENSE - PEEPING TOM,,GAITHERSBURG,w,0.0,0.0,Unknown,,,,,Unknown
201309729,2020-11-13 16:19:00,26A,False Pretenses/Swindle/Confidence Game,FRAUD - CONFIDENCE GAME,12100 BLK  PAWNEE DR,GAITHERSBURG,P,39.12294,-77.2491,6D,,,,,Unknown
201366511,2022-03-01 17:00:00,290,Destruction/Damage/Vandalism of Property,DAMAGE PROPERTY - PRIVATE,12600 BLK  GEORGIA AVE,SILVER SPRING,K,39.06303,-77.0547,4D,,,,,Unknown
201231858,2019-03-22 16:35:00,23C,Shoplifting,LARCENY - SHOPLIFTING,900 BLK  ELLSWORTH DR,SILVER SPRING,G,38.99686,-77.0254,3D,,,,,Unknown
201419539,2023-03-26 17:10:00,290,Destruction/Damage/Vandalism of Property,DAMAGE PROPERTY - PRIVATE,15500 BLK  OWENS GLEN TER,GAITHERSBURG,B,39.11073,-77.2424,1D,,,,,Unknown
201352002,2021-10-25 12:47:00,23H,All other Larceny,LARCENY (DESCRIBE OFFENSE),1200 BLK  BLAIR MILL RD,SILVER SPRING,G,38.98994,-77.0289,3D,,,,,Unknown
201410879,2023-01-28 19:30:00,220,Burglary/Breaking and Entering,BURGLARY - NO FORCED ENTRY-NONRESIDENTIAL,26800 BLK  LONG CORNER RD,MT AIRY,M,39.29586,-77.1637,5D,,,,,Unknown
201350158,2021-10-20 13:25:00,23F,Theft From Motor Vehicle,LARCENY - FROM AUTO,13600 BLK  STRAW BALE LA,GAITHERSBURG,B,39.0962,-77.2812,1D,,,,,Unknown
201399364,2022-11-05 04:13:00,220,Burglary/Breaking and Entering,BURGLARY - NO FORCED ENTRY-RESIDENTIAL,11500 BLK  ABERSTRAW WAY,GERMANTOWN,M,39.18951,-77.2398,5D,,,,,Unknown
201271556,2019-12-30 14:28:00,23C,Shoplifting,LARCENY - SHOPLIFTING,20900 BLK  FREDERICK RD,GERMANTOWN,M,39.19829,-77.2448,5D,,,,,Unknown
201314047,2020-12-22 18:00:00,13B,Simple Assault,ASSAULT - 2ND DEGREE,2300 BLK  JONES LA,SILVER SPRING,L,39.05366,-77.0492,4D,,,,,Unknown
201408409,2022-12-09 00:00:00,26A,False Pretenses/Swindle/Confidence Game,FRAUD (DESCRIBE OFFENSE),12000 BLK  AMBLESIDE DR,POTOMAC,B,39.05217,-77.2006,1D,,,,,Unknown
201300467,2020-07-13 00:01:00,250,Counterfeiting/Forgery,FORGERY OF OTHER,4800 BLK  RUGBY AVE,BETHESDA,D,38.99133,-77.0967,2D,,,,,Unknown
201348943,2021-10-09 00:00:00,26F,Identity Theft,FRAUD - IDENTITY THEFT,12900 BLK  TWO FARM DR,SILVER SPRING,I,39.06733,-77.007,3D,,,,,Unknown
201263928,2019-11-03 18:00:00,23F,Theft From Motor Vehicle,LARCENY - FROM AUTO,1200 BLK E WEST HWY,SILVER SPRING,G,39.12378,-77.2033,3D,,,,,Unknown
201392283,2022-09-14 13:30:00,23F,Theft From Motor Vehicle,LARCENY - FROM AUTO,11100 BLK  VEIRS MILL RD,SILVER SPRING,L,39.03758,-77.0519,4D,,,,,Unknown
201420073,2023-03-30 16:31:00,23C,Shoplifting,LARCENY - SHOPLIFTING,1  BLK  GRAND CORNER AVE,GAITHERSBURG,P,39.11801,-77.2004,6D,,,,,Unknown
201438119,2023-08-04 11:39:00,290,Destruction/Damage/Vandalism of Property,DAMAGE PROPERTY - PRIVATE,18700 BLK  WALKERS CHOICE RD,MONTGOMERY VILLAGE,R,39.16202,-77.2047,6D,,,,,Unknown
