Incident ID,Offence Code,CR Number,Dispatch Date / Time,Start_Date_Time,End_Date_Time,NIBRS Code,Victims,Crime Name1,Crime Name2,Crime Name3,Police District Name,Block Address,City,State,Zip Code,Agency,Place,Sector,Beat,PRA,Address Number,Street Prefix,Street Name,Street Suffix,Street Type,Latitude,Longitude,Police District Number,Location
201339588,2304,210029064,07/27/2021 10:04:57 AM,2019-07-27 00:00:00,07/27/2021 12:00:00 AM,23G,1,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,LARCENY - AUTO PARTS,BETHESDA,3600 BLK  UNIVERSITY BLV W,KENSINGTON,MD,20895.0,MCPD,Parking Lot - Commercial,D,2D3,315,3600.0,,UNIVERSITY,W,BLV,39.03381,-77.0724,2D,"(39.0338, -77.0724)"
201263766,1399,190053189,11/04/2019 11:06:18 PM,2019-11-04 22:30:00,11/04/2019 11:00:00 PM,13B,1,Crime Against Person,Simple Assault,ASSAULT - 2ND DEGREE,WHEATON,1100 BLK  UNIVERSITY BLV W,SILVER SPRING,MD,20902.0,MCPD,Parking Garage - Residential,L,4L1,360,1100.0,,UNIVERSITY,W,BLV,39.03585,-77.0268,4D,"(39.0359, -77.0268)"
201359530,2999,220000636,01/06/2022 10:30:57 AM,2021-12-22 08:00:00,01/05/2022 11:45:00 AM,290,1,Crime Against Property,Destruction/Damage/Vandalism of Property,DAMAGE PROPERTY (DESCRIBE OFFENSE),MONTGOMERY VILLAGE,1200 BLK  MAIN ST,GAITHERSBURG,MD,20878.0,MCPD,School - Elementary/Secondary,P,6P2,450,1200.0,,MAIN,,ST,39.11631,-77.2323,6D,"(39.1163, -77.2323)"
201347297,1399,210038695,09/29/2021 08:39:03 PM,2021-09-29 18:00:00,09/29/2021 08:30:00 PM,13B,1,Crime Against Person,Simple Assault,ASSAULT - 2ND DEGREE,GERMANTOWN,9600 BLK  MAIN ST,DAMASCUS,MD,20872.0,MCPD,Residence - Apartment/Condo,M,5M2,479,9600.0,,MAIN,,ST,39.28668,-77.1982,5D,"(39.2867, -77.1982)"
201438311,1399,230048013,08/05/2023 09:10:31 PM,2023-08-05 21:10:00,,13B,1,Crime Against Person,Simple Assault,ASSAULT - 2ND DEGREE,WHEATON,13100 BLK  FERNEDGE RD,SILVER SPRING,MD,20906.0,MCPD,Residence - Yard,K,4K1,350,13100.0,,FERNEDGE,,RD,39.06996,-77.0592,4D,"(39.07, -77.0592)"
201344860,5404,210033935,08/30/2021 07:08:41 PM,2021-08-30 00:00:00,08/30/2021 12:00:00 AM,90D,1,Crime Against Society,Driving Under the Influence,DRIVING UNDER THE INFLUENCE LIQUOR,ROCKVILLE,,ROCKVILLE,MD,20850.0,MCPD,Street - In vehicle,A,1A3,279,,,HUNGERFORD,,DR,39.08792,-77.1504,1D,"(39.0879, -77.1504)"
201324219,2305,210010593,03/21/2021 09:16:15 AM,2021-03-20 23:00:00,03/21/2021 08:45:00 AM,23F,1,Crime Against Property,Theft From Motor Vehicle,LARCENY - FROM AUTO,BETHESDA,5800 BLK  GREENTREE RD,BETHESDA,MD,20817.0,MCPD,Residence - Driveway,E,2E2,056,5800.0,,GREENTREE,,RD,39.00095,-77.1157,2D,"(39.001, -77.1157)"
201389793,2399,220036886,08/26/2022 11:16:57 AM,2022-08-26 12:00:00,08/26/2022 12:00:00 AM,23H,1,Crime Against Property,All other Larceny,LARCENY (DESCRIBE OFFENSE),ROCKVILLE,14800 BLK  SOUTHLAWN LA,ROCKVILLE,MD,20850.0,RCPD,Restaurant,A,1A2,287,14800.0,,SOUTHLAWN,,LA,39.09774,-77.1365,1D,"(39.0977, -77.1365)"
201245566,2202,190030555,06/26/2019 06:55:29 PM,2019-06-26 19:00:00,,220,1,Crime Against Property,Burglary/Breaking and Entering,BURGLARY - FORCED ENTRY-RESIDENTIAL,WHEATON,2900 BLK  PARKER AVE,SILVER SPRING,MD,20902.0,MCPD,Residence - Single Family,L,4L1,328,2900.0,,PARKER,,AVE,39.04875,-77.0593,4D,"(39.0487, -77.0593)"
201407476,2308,230000590,01/04/2023 05:19:10 PM,2022-12-27 13:30:00,01/04/2023 05:00:00 PM,23D,1,Crime Against Property,Theft from Building,LARCENY - FROM BLDG,WHEATON,3200 BLK  WHISPERING PINES DR,SILVER SPRING,MD,20906.0,MCPD,Residence - Apartment/Condo,K,4K1,348,3200.0,,WHISPERING PINES,,DR,39.08831,-77.0652,4D,"(39.0883, -77.0652)"
201376407,2610,220020858,05/16/2022 04:01:52 PM,2022-04-18 00:00:00,,26F,1,Crime Against Property,Identity Theft,FRAUD - IDENTITY THEFT,ROCKVILLE,1  BLK  DEBORAH CT,POTOMAC,MD,20854.0,MCPD,Other/Unknown,B,1B1,223,1.0,,DEBORAH,,CT,39.04411,-77.1648,1D,"(39.0441, -77.1648)"
201226357,1399,190006613,02/11/2019 01:43:15 AM,2019-02-11 01:45:00,,13B,1,Crime Against Person,Simple Assault,ASSAULT - 2ND DEGREE,TAKOMA PARK,8600 BLK  FLOWER AVE,TAKOMA PARK,MD,20912.0,TPPD,Bar/Night Club,T,8T2,803,8600.0,,FLOWER,,AVE,38.99645,-77.0031,TPPD,"(38.9965, -77.0031)"
201347442,2404,210038889,09/30/2021 09:51:44 PM,2021-09-30 21:25:00,09/30/2021 09:35:00 PM,240,1,Crime Against Property,Motor Vehicle Theft,AUTO THEFT - VEHICLE THEFT,BETHESDA,,BETHESDA,MD,20814.0,MCPD,Street - Commercial,D,2D2,033,,,ELM,,ST,38.98234,-77.0926,2D,"(38.9823, -77.0926)"
201280431,5404,200010683,03/04/2020 01:39:49 AM,2020-03-04 01:49:00,,90D,1,Crime Against Society,Driving Under the Influence,DRIVING UNDER THE INFLUENCE LIQUOR,GERMANTOWN,21000 BLK  RIDGE RD,GERMANTOWN,MD,20876.0,MCPD,Street - In vehicle,M,5M3,474,21000.0,,RIDGE,,RD,39.19781,-77.2631,5D,"(39.1978, -77.2631)"
201401033,1213,220050780,11/17/2022 06:30:18 AM,2022-11-16 19:00:00,,120,1,Crime Against Property,Robbery,ROBBERY - GUN,SILVER SPRING,8200 BLK  FENTON ST,SILVER SPRING,MD,20910.0,MCPD,Parking Garage - County,G,3G1,093,8200.0,,FENTON,,ST,38.99169,-77.024,3D,"(38.9917, -77.024)"
201239238,3562,190022529,05/13/2019 12:43:46 PM,2019-05-13 08:00:00,05/13/2019 01:00:00 PM,35A,1,Crime Against Society,Drug/Narcotic Violations,DRUGS - MARIJUANA - POSSESS,WHEATON,4600 BLK W FRANKFORT DR,ROCKVILLE,MD,20853.0,MCPD,School/College - DO NOT USE,K,4K2,528,4600.0,W,FRANKFORT,,DR,39.08461,-77.0898,4D,"(39.0846, -77.0898)"
201294914,2305,200027652,07/16/2020 03:28:17 PM,2020-07-14 10:00:00,07/16/2020 01:00:00 PM,23F,1,Crime Against Property,Theft From Motor Vehicle,LARCENY - FROM AUTO,MONTGOMERY VILLAGE,9900 BLK  SHELBURNE TER,GAITHERSBURG,MD,20878.0,MCPD,Parking Lot - Residential,P,6P1,752,9900.0,,SHELBURNE,,TER,39.1164,-77.2023,6D,"(39.1164, -77.2023)"
201381582,2399,220027081,06/23/2022 12:19:41 PM,2022-06-23 12:19:00,,23H,1,Crime Against Property,All other Larceny,LARCENY (DESCRIBE OFFENSE),BETHESDA,10400 BLK  ROCKVILLE PIK,ROCKVILLE,MD,20852.0,MCPD,Street - In vehicle,D,2D4,190,10400.0,,ROCKVILLE,,PIK,39.02748,-77.1037,2D,"(39.0275, -77.1037)"
201223509,5404,190002973,01/19/2019 12:16:17 AM,2019-01-19 00:23:00,01/19/2019 12:24:00 AM,90D,1,Crime Against Society,Driving Under the Influence,DRIVING UNDER THE INFLUENCE LIQUOR,WHEATON,,SILVER SPRING,MD,20902.0,MCPD,Street - In vehicle,L,4L2,324,,,GEORGIA,,AVE,39.11237,-77.0755,4D,"(39.1124, -77.0755)"
201270738,2705,190061780,12/23/2019 01:51:28 PM,2019-12-23 13:51:00,12/23/2019 02:18:00 PM,270,1,Crime Against Property,Embezzlement,EMBEZZLE - POSTAL,GERMANTOWN,20000 BLK  AIRCRAFT DR,GERMANTOWN,MD,20874.0,MCPD,Residence - Single Family,N,5N1,702,20000.0,,AIRCRAFT,,DR,39.18396,-77.2617,5D,"(39.184, -77.2617)"
201439999,2404,230050045,08/18/2023 07:15:38 AM,2023-08-17 21:00:00,08/18/2023 07:00:00 AM,240,1,Crime Against Property,Motor Vehicle Theft,AUTO THEFT - VEHICLE THEFT,WHEATON,14100 BLK  GRAND PRE RD,SILVER SPRING,,20906.0,MCPD,Parking Lot - Residential,K,4K1,534,14100.0,,GRAND PRE,,RD,39.08683,-77.0738,4D,"(39.0868, -77.0738)"
201368277,3615,220011075,03/15/2022 07:54:29 AM,2021-10-25 00:01:00,11/01/2021 11:59:00 PM,90C,1,Crime Against Society,Disorderly Conduct,INDECENT EXPOSURE TO ADULT,ROCKVILLE,14600 BLK  KEENELAND CIR,GAITHERSBURG,MD,20878.0,MCPD,Residence -Townhouse/Duplex,B,1B2,457,14600.0,,KEENELAND,,CIR,39.09501,-77.2538,1D,"(39.095, -77.2538)"
201287442,1313,200018869,05/09/2020 02:04:56 PM,2020-05-09 14:04:00,05/09/2020 02:30:00 PM,13B,2,Crime Against Person,Simple Assault,ASSAULT - SIMPLE,SILVER SPRING,500 BLK  THAYER AVE,SILVER SPRING,MD,20910.0,MCPD,Residence - Apartment/Condo,G,3G1,114,500.0,,THAYER,,AVE,38.99384,-77.0115,3D,"(38.9938, -77.0115)"
201328711,2501,210015657,04/27/2021 11:47:51 AM,2021-03-16 00:00:00,04/27/2021 12:00:00 PM,250,1,Crime Against Property,Counterfeiting/Forgery,FORGERY OF CHECKS,MONTGOMERY VILLAGE,700 BLK  RUSSELL AVE,GAITHERSBURG,MD,20877.0,GPD,Retail - Mall,R,6R1,548,700.0,,RUSSELL,,AVE,39.15063,-77.2039,6D,"(39.1506, -77.2039)"
201406831,2404,220057871,12/30/2022 01:59:08 PM,2022-12-29 13:59:00,12/30/2022 09:00:00 AM,240,1,Crime Against Property,Motor Vehicle Theft,AUTO THEFT - VEHICLE THEFT,ROCKVILLE,200 BLK  CONGRESSIONAL LA,ROCKVILLE,MD,20852.0,RCPD,Parking Lot - Residential,A,1A1,267,200.0,,CONGRESSIONAL,,LA,39.06226,-77.129,1D,"(39.0623, -77.129)"
201434666,2304,230033066,07/11/2023 04:32:46 PM,2023-07-07 14:00:00,07/10/2023 01:00:00 PM,23G,1,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,LARCENY - AUTO PARTS,ROCKVILLE,5400 BLK  RANDOLPH RD,ROCKVILLE,MD,20852.0,MCPD,Auto Repair,A,1A2,303,5400.0,,RANDOLPH,,RD,39.0535,-77.1067,1D,"(39.0535, -77.1067)"
201265700,1399,190055514,11/17/2019 07:27:46 PM,2019-11-17 19:25:00,,13B,1,Crime Against Person,Simple Assault,ASSAULT - 2ND DEGREE,WHEATON,,SILVER SPRING,MD,20902.0,MCPD,Street - Residential,L,4L1,328,,,CLARIDGE,,RD,39.05203,-77.0656,4D,"(39.052, -77.0656)"
201412577,2499,230006662,02/09/2023 03:25:38 PM,2023-02-09 15:25:00,,240,1,Crime Against Property,Motor Vehicle Theft,STOLEN VEHICLE (DESCRIBE OFFENSE),GERMANTOWN,18800 BLK  SPARKLING WATER DR,GERMANTOWN,MD,20874.0,MCPD,Parking Lot - Residential,N,5N2,594,18800.0,,SPARKLING WATER,,DR,39.16296,-77.2766,5D,"(39.163, -77.2766)"
201315501,5404,210000226,01/03/2021 01:28:35 AM,2021-01-03 01:28:00,,90D,1,Crime Against Society,Driving Under the Influence,DRIVING UNDER THE INFLUENCE LIQUOR,WHEATON,,ROCKVILLE,MD,20853.0,MCPD,Street - In vehicle,K,4K2,339,,,VEIRS MILL,,RD,39.053,-77.077,4D,"(39.053, -77.077)"
201438955,2308,230048768,08/10/2023 03:50:58 PM,2023-08-10 15:50:00,,23D,1,Crime Against Property,Theft from Building,LARCENY - FROM BLDG,WHEATON,14400 BLK  BAUER DR,ROCKVILLE,MD,20853.0,MCPD,Recreation Center,K,4K2,344,14400.0,,BAUER,,DR,39.09091,-77.1001,4D,"(39.0909, -77.1001)"
201276325,5311,200005696,02/03/2020 06:55:18 PM,2020-02-03 18:55:00,,90C,1,Crime Against Society,Disorderly Conduct,PUBLIC PEACE - DISORDERLY CONDUCT,WHEATON,13600 BLK  GEORGIA AVE,SILVER SPRING,MD,20906.0,MCPD,Parking Lot - Commercial,K,4K1,348,13600.0,,GEORGIA,,AVE,39.07828,-77.0718,4D,"(39.0783, -77.0718)"
201284511,2902,200015514,04/09/2020 11:59:41 AM,2020-04-09 11:20:00,04/09/2020 11:59:00 AM,290,1,Crime Against Property,Destruction/Damage/Vandalism of Property,DAMAGE PROPERTY - PRIVATE,WHEATON,1  BLK  NORMANDY SQUARE CT,SILVER SPRING,MD,20906.0,MCPD,Residence - Apartment/Condo,K,4K1,531,1.0,,NORMANDY SQUARE,,CT,39.10201,-77.0518,4D,"(39.102, -77.0518)"
201358563,2303,210052979,12/28/2021 07:28:23 PM,2021-12-28 19:28:00,,23C,1,Crime Against Property,Shoplifting,LARCENY - SHOPLIFTING,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20876.0,MCPD,Retail - Department/Discount Store,M,5M1,701,20900.0,,FREDERICK,,RD,39.19829,-77.2448,5D,"(39.1983, -77.2448)"
201378222,2303,220022719,05/27/2022 06:00:12 PM,2022-05-27 18:00:00,,23C,1,Crime Against Property,Shoplifting,LARCENY - SHOPLIFTING,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20876.0,MCPD,Retail - Department/Discount Store,M,5M1,701,20900.0,,FREDERICK,,RD,39.19829,-77.2448,5D,"(39.1983, -77.2448)"
201404564,2303,220055052,12/13/2022 12:02:20 AM,2022-12-13 00:02:00,12/13/2022 01:10:00 AM,23C,1,Crime Against Property,Shoplifting,LARCENY - SHOPLIFTING,SILVER SPRING,1200 BLK E WEST HWY,SILVER SPRING,MD,20910.0,MCPD,Retail - Drug Store/Pharmacy,G,3G1,089,1200.0,E,WEST,,HWY,39.12378,-77.2033,3D,"(39.1238, -77.2033)"
201344377,2303,210034855,09/05/2021 03:46:55 PM,2021-09-05 15:15:00,09/05/2021 03:18:00 PM,23C,1,Crime Against Property,Shoplifting,LARCENY - SHOPLIFTING,MONTGOMERY VILLAGE,9100 BLK  ROTHBURY DR,MONTGOMERY VILLAGE,MD,20886.0,MCPD,Retail - Drug Store/Pharmacy,R,6R2,504,9100.0,,ROTHBURY,,DR,39.18526,-77.1874,6D,"(39.1853, -77.1874)"
201376217,2299,220020649,05/15/2022 02:47:33 AM,2022-05-15 02:47:00,,220,1,Crime Against Property,Burglary/Breaking and Entering,BURGLARY (DESCRIBE OFFENSE),MONTGOMERY VILLAGE,19300 BLK  KEYMAR WAY,MONTGOMERY VILLAGE,MD,20886.0,MCPD,Residence -Townhouse/Duplex,R,6R2,544,19300.0,,KEYMAR,,WAY,39.17313,-77.197,6D,"(39.1731, -77.197)"
201422867,2602,230018719,04/19/2023 02:29:13 PM,2023-04-18 17:19:00,04/19/2023 12:12:00 PM,26A,1,Crime Against Property,False Pretenses/Swindle/Confidence Game,FRAUD - SWINDLE,ROCKVILLE,1100 BLK  GRANDIN AVE,ROCKVILLE,MD,20851.0,RCPD,Residence - Single Family,A,1A2,292,1100.0,,GRANDIN,,AVE,39.07948,-77.1307,1D,"(39.0795, -77.1307)"
201405560,1399,220056038,12/18/2022 09:36:27 AM,2022-12-18 09:36:00,,13B,1,Crime Against Person,Simple Assault,ASSAULT - 2ND DEGREE,ROCKVILLE,9800 BLK  ALLENFORD CIR,ROCKVILLE,MD,20850.0,MCPD,Residence - Apartment/Condo,B,1B1,237,9800.0,,ALLENFORD,,CIR,39.0873,-77.2096,1D,"(39.0873, -77.2096)"
201385349,2204,220031680,07/23/2022 03:23:06 AM,2022-07-22 23:30:00,07/23/2022 02:00:00 AM,220,1,Crime Against Property,Burglary/Breaking and Entering,BURGLARY - NO FORCED ENTRY-RESIDENTIAL,ROCKVILLE,1  BLK  UPPER ROCK CIR,ROCKVILLE,MD,20850.0,RCPD,Residence - Apartment/Condo,A,1A3,439,1.0,,UPPER ROCK,,CIR,39.1132,-77.185,1D,"(39.1132, -77.185)"
201435590,2308,230033092,07/11/2023 07:23:20 PM,2023-07-11 19:23:00,,23D,1,Crime Against Property,Theft from Building,LARCENY - FROM BLDG,WHEATON,11400 BLK  AMHERST AVE,SILVER SPRING,MD,20902.0,MCPD,Restaurant,L,4L2,356,11400.0,,AMHERST,,AVE,39.04128,-77.0482,4D,"(39.0413, -77.0482)"
201272943,2610,200001499,01/09/2020 03:14:38 PM,2020-01-09 00:00:00,01/09/2020 12:00:00 AM,26F,1,Crime Against Property,Identity Theft,FRAUD - IDENTITY THEFT,WHEATON,15100 BLK  INTERLACHEN DR,SILVER SPRING,MD,20906.0,MCPD,Residence - Apartment/Condo,K,4K1,346,15100.0,,INTERLACHEN,,DR,39.10575,-77.0694,4D,"(39.1058, -77.0694)"
201303236,2304,200037491,09/24/2020 09:31:30 AM,2020-09-20 22:00:00,09/21/2020 12:00:00 PM,23G,1,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,LARCENY - AUTO PARTS,ROCKVILLE,15500 BLK  FREDERICK RD,DERWOOD,MD,20855.0,MCPD,Auto Repair,A,1A4,280,15500.0,,FREDERICK,,RD,39.11,-77.1604,1D,"(39.11, -77.1604)"
201367873,1399,220010597,03/11/2022 06:46:25 PM,2022-03-11 18:46:00,,13B,1,Crime Against Person,Simple Assault,ASSAULT - 2ND DEGREE,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Retail - Mall,L,4L2,321,11100.0,,VEIRS MILL,,RD,39.03758,-77.0519,4D,"(39.0376, -77.0519)"
201289100,2203,200020820,05/25/2020 09:51:10 PM,2020-05-25 21:51:00,,220,1,Crime Against Property,Burglary/Breaking and Entering,BURGLARY - FORCED ENTRY-NONRESIDENTIAL,WHEATON,12300 BLK  GEORGIA AVE,SILVER SPRING,MD,20906.0,MCPD,Restaurant,J,4J1,536,12300.0,,GEORGIA,,AVE,39.05819,-77.05,4D,"(39.0582, -77.05)"
201334528,2399,210022710,06/14/2021 01:15:43 PM,2021-06-08 15:36:00,06/08/2021 03:45:00 PM,23H,1,Crime Against Property,All other Larceny,LARCENY (DESCRIBE OFFENSE),MONTGOMERY VILLAGE,100 BLK  TIMBERBROOK LA,GAITHERSBURG,MD,20878.0,GPD,Residence - Apartment/Condo,P,6P1,552,100.0,,TIMBERBROOK,,LA,39.11763,-77.2168,6D,"(39.1176, -77.2168)"
201245506,2404,190030267,06/25/2019 08:01:34 AM,2019-06-25 03:00:00,06/25/2019 08:01:00 AM,240,1,Crime Against Property,Motor Vehicle Theft,AUTO THEFT - VEHICLE THEFT,WHEATON,4100 BLK  ALFALFA TER,OLNEY,MD,20832.0,MCPD,Residence - Driveway,J,4J2,539,4100.0,,ALFALFA,,TER,39.13925,-77.0829,4D,"(39.1392, -77.0829)"
201316332,2399,210001701,01/14/2021 10:50:57 AM,2021-01-14 11:27:00,,23H,1,Crime Against Property,All other Larceny,LARCENY (DESCRIBE OFFENSE),SILVER SPRING,2100 BLK  INDUSTRIAL PKW,SILVER SPRING,MD,20904.0,MCPD,Government Building,I,3I1,146,2100.0,,INDUSTRIAL,,PKW,39.05583,-76.9709,3D,"(39.0558, -76.9709)"
201411748,5202,230005575,02/03/2023 08:56:53 AM,2023-02-03 11:15:00,02/03/2023 12:00:00 PM,520,1,Crime Against Society,Weapon Law Violations,WEAPON - CONCEALED,WHEATON,900 BLK  UNIVERSITY BLV,SILVER SPRING,MD,20901.0,MCPD,School - Elementary/Secondary,L,4L2,158,900.0,,UNIVERSITY,,BLV,38.99418,-76.9925,4D,"(38.9942, -76.9925)"
201268216,4199,190058661,,2019-12-05 16:22:00,,90G,1,Crime Against Society,Liquor Law Violations,LIQUOR (DESCRIBE OFFENSE),WHEATON,2500 BLK  UNIVERSITY BLV W,SILVER SPRING,MD,20902.0,MCPD,Retail - Other,L,4L2,325,2500.0,,UNIVERSITY,W,BLV,39.04148,-77.0518,4D,"(39.0415, -77.0518)"
201430043,2308,230027390,06/07/2023 03:42:26 PM,2023-06-07 15:42:00,,23D,1,Crime Against Property,Theft from Building,LARCENY - FROM BLDG,WHEATON,1  BLK  PIMLICO CT,SILVER SPRING,MD,20906.0,MCPD,Residence - Single Family,K,4K1,346,1.0,,PIMLICO,,CT,39.10531,-77.0742,4D,"(39.1053, -77.0742)"
201435191,2305,230032780,07/10/2023 09:35:56 AM,2023-07-09 19:00:00,07/10/2023 07:30:00 AM,23F,1,Crime Against Property,Theft From Motor Vehicle,LARCENY - FROM AUTO,SILVER SPRING,10600 BLK S DUNMOOR DR,SILVER SPRING,MD,20901.0,MCPD,Parking Lot - Residential,H,3H2,154,10600.0,S,DUNMOOR,,DR,39.02566,-77.0074,3D,"(39.0257, -77.0074)"
201275585,2699,200004747,01/29/2020 09:57:58 AM,2020-01-28 11:51:00,01/28/2020 02:00:00 PM,26A,1,Crime Against Property,False Pretenses/Swindle/Confidence Game,FRAUD (DESCRIBE OFFENSE),ROCKVILLE,2000 BLK  ROCKLAND AVE,ROCKVILLE,MD,20851.0,RCPD,Residence - Single Family,A,1A2,298,2000.0,,ROCKLAND,,AVE,39.07013,-77.1227,1D,"(39.0701, -77.1227)"
201231295,2308,190012384,03/17/2019 08:37:52 PM,2019-03-17 07:00:00,03/17/2019 08:34:00 PM,23D,1,Crime Against Property,Theft from Building,LARCENY - FROM BLDG,WHEATON,18100 BLK  PRINCE PHILIP DR,OLNEY,MD,20832.0,MCPD,Hospital/Emergency Care Center,J,4J2,401,18100.0,,PRINCE PHILIP,,DR,39.15425,-77.0569,4D,"(39.1542, -77.0569)"
201244042,2303,190028633,06/15/2019 01:42:02 PM,2019-06-15 13:42:00,,23C,1,Crime Against Property,Shoplifting,LARCENY - SHOPLIFTING,SILVER SPRING,1200 BLK E WEST HWY,SILVER SPRING,MD,20910.0,MCPD,Retail - Drug Store/Pharmacy,G,3G1,089,1200.0,E,WEST,,HWY,39.12378,-77.2033,3D,"(39.1238, -77.2033)"
201417269,2901,230010811,03/05/2023 02:04:06 AM,2023-03-05 01:00:00,03/05/2023 01:30:00 AM,290,1,Crime Against Property,Destruction/Damage/Vandalism of Property,DAMAGE PROPERTY - BUSINESS,MONTGOMERY VILLAGE,9800 BLK  WASHINGTONIAN BLV,GAITHERSBURG,MD,20878.0,MCPD,Parking Garage - Commercial,P,6P1,549,9800.0,,WASHINGTONIAN,,BLV,39.11415,-77.197,6D,"(39.1142, -77.197)"
